WORD,COUNT,RANK
"leaue-taking,",1,3166
leaue-taking.,1,3167
leaue.,1,3168
leauing,1,3169
leauy,1,3170
"lecherie,",1,3171
lecherie:,1,3172
lees,1,3173
left.,1,3174
"legge,",1,3175
legges,1,3176
legions,1,3177
length,1,3178
lent,1,3179
letter.,1,3180
letters,1,3181
letting,1,3182
"leuie,",1,3183
"leysure,",1,3184
liars,1,3185
lid:,1,3186
liege,1,3187
lies,1,3188
lies;,1,3189
life:,1,3190
life?,1,3191
lifes,1,3192
"light,",1,3193
lighted,1,3194
lighted:,1,3195
"lightning,",1,3196
lightning.,1,3197
"like,",1,3198
like.,1,3199
lilly-liuer'd,1,3200
"lime,",1,3201
limitted,1,3202
line.,1,3203
linnen,1,3204
lips.,1,3205
"listen,",1,3206
listning,1,3207
liu'd.,1,3208
liue-long,1,3209
liue.,1,3210
liue?,1,3211
liuer,1,3212
"liues,",1,3213
liues-,1,3214
liuing,1,3215
lizards,1,3216
lo,1,3217
loades,1,3218
lockes,1,3219
"lockes,",1,3220
lodg'd,1,3221
"lodg'd,",1,3222
"loe,",1,3223
"long,",1,3224
longer,1,3225
longer.,1,3226
lookes,1,3227
"lookes,",1,3228
loone:,1,3229
loose.,1,3230
loosest,1,3231
lord),1,3232
lords,1,3233
lose,1,3234
lou'd,1,3235
loue:,1,3236
loued,1,3237
"loues,",1,3238
low:,1,3239
lowd,1,3240
"lowlinesse,",1,3241
loyaltie,1,3242
"lust,",1,3243
lust:,1,3244
"luxurious,",1,3245
ly'st,1,3246
"lyar,",1,3247
lyars,1,3248
lye?,1,3249
"lyes,",1,3250
lyes.,1,3251
lyest,1,3252
lymbeck,1,3253
lyne,1,3254
lyon,1,3255
lyon:,1,3256
"lyst,",1,3257
m.,1,3258
macbeth?,1,3259
macdonwald,1,3260
macduffe:,1,3261
macduffe?,1,3262
macduffes,1,3263
mad:,1,3264
madam,1,3265
"made,",1,3266
madnesse:,1,3267
maggot,1,3268
magicke,1,3269
"maides,",1,3270
maiestie,1,3271
maiestie?,1,3272
make's,1,3273
"makes,",1,3274
making,1,3275
"making,",1,3276
making:,1,3277
malady,1,3278
malcolme?,1,3279
malcolmes,1,3280
"malcome,",1,3281
males.,1,3282
maleuolence,1,3283
"malicious,",1,3284
man;,1,3285
man?,1,3286
manhood,1,3287
"manhood,",1,3288
mankinde,1,3289
manly,1,3290
manly:,1,3291
manner,1,3292
"mansion,",1,3293
"mansonry,",1,3294
"marble,",1,3295
marching,1,3296
mark,1,3297
mark'd,1,3298
mark'd:,1,3299
"marke,",1,3300
market,1,3301
marre,1,3302
marres,1,3303
"marrowlesse,",1,3304
marry,1,3305
"marry,",1,3306
marshall'st,1,3307
maruell'st,1,3308
masking,1,3309
master's,1,3310
master-peece:,1,3311
masterdome,1,3312
masters,1,3313
"mated,",1,3314
materiall,1,3315
"matrons,",1,3316
matter?,1,3317
"matters,",1,3318
"maw,",1,3319
mawes,1,3320
may't,1,3321
me;,1,3322
meale,1,3323
meane,1,3324
"meane,",1,3325
meane:,1,3326
meane?,1,3327
"meanes,",1,3328
meanes:,1,3329
meanes?,1,3330
meant,1,3331
measur'd,1,3332
measure,1,3333
"measure,",1,3334
measurelesse,1,3335
meate,1,3336
"meate,",1,3337
med'cine,1,3338
med'cines,1,3339
meeke;,1,3340
"meet,",1,3341
meete,1,3342
"meeting,",1,3343
meeting.,1,3344
"melted,",1,3345
"memorie,",1,3346
memorize,1,3347
memory,1,3348
men-children,1,3349
men.,1,3350
mend,1,3351
mercie,1,3352
mercilesse,1,3353
"mercy,",1,3354
metaphysicall,1,3355
"metled,",1,3356
mettle,1,3357
mew'd,1,3358
"mid'st,",1,3359
midnight,1,3360
might'st,1,3361
mile,1,3362
mile:,1,3363
milkes,1,3364
"mindes,",1,3365
minds:,1,3366
mine.,1,3367
minion),1,3368
minions,1,3369
ministers,1,3370
"ministers,",1,3371
minutely,1,3372
mischance,1,3373
mischiefe.,1,3374
miserable!,1,3375
misse,1,3376
"misse,",1,3377
misse:,1,3378
"missing,",1,3379
missiues,1,3380
"mistresse,",1,3381
mistris,1,3382
"mistrust,",1,3383
mock'ry,1,3384
moderne,1,3385
modest,1,3386
moe,1,3387
moment,1,3388
"moment,",1,3389
moment?,1,3390
"momentary,",1,3391
monkie:,1,3392
monsters,1,3393
monstrous,1,3394
monuments,1,3395
moones,1,3396
"more-hauing,",1,3397
more?,1,3398
"morne,",1,3399
"morning,",1,3400
morning:,1,3401
morrow.,1,3402
mortalitie:,1,3403
mortals,1,3404
mortified,1,3405
"most,",1,3406
mother,1,3407
mothers,1,3408
motion,1,3409
"motiues,",1,3410
"moue,",1,3411
moue.,1,3412
mouing,1,3413
"mould,",1,3414
mouncht:,1,3415
"mouth-honor,",1,3416
"mouthes,",1,3417
mowsing,1,3418
much.,1,3419
much:,1,3420
multiplying,1,3421
multitudinous,1,3422
"mummey,",1,3423
"mungrels,",1,3424
murderer.,1,3425
murderers,1,3426
murky.,1,3427
murth'ring,1,3428
"murther'd,",1,3429
murther.,1,3430
murtherer,1,3431
murtherer.,1,3432
"murtherers,",1,3433
murtherous,1,3434
muse,1,3435
musicke,1,3436
"musicke,",1,3437
musicke.,1,3438
myraculous,1,3439
"nam'd,",1,3440
nam'd:,1,3441
name's,1,3442
name),1,3443
name.,1,3444
napkins,1,3445
natio[n],1,3446
nature.,1,3447
nature?,1,3448
"natures,",1,3449
naue,1,3450
naught,1,3451
nauigation,1,3452
nay,1,3453
"nay,",1,3454
"nearest,",1,3455
"neckes,",1,3456
needed,1,3457
needes,1,3458
"needes,",1,3459
needs,1,3460
neer'st,1,3461
"neere,",1,3462
neerely.,1,3463
neerer,1,3464
neerest,1,3465
neither,1,3466
neptunes,1,3467
nerues,1,3468
"nest,",1,3469
"net,",1,3470
neu'r,1,3471
"neuer,",1,3472
"neutrall,",1,3473
"new-borne-babe,",1,3474
newer,1,3475
"newes,",1,3476
newes?,1,3477
newly,1,3478
"newt,",1,3479
next,1,3480
"nice,",1,3481
nie,1,3482
niggard,1,3483
night-gown,1,3484
"night-shrieke,",1,3485
night?,1,3486
nightly:,1,3487
nights:,1,3488
nimbly,1,3489
"nine,",1,3490
nine.,1,3491
nipple,1,3492
"no,",1,3493
"noble,",1,3494
"noblenesse,",1,3495
nobles,1,3496
nobly,1,3497
"nod,",1,3498
non-pareill,1,3499
"none,",1,3500
noone.,1,3501
"northumberland,",1,3502
norway,1,3503
"norway,",1,3504
norwayes,1,3505
nose,1,3506
"nose-painting,",1,3507
not),1,3508
not?,1,3509
nothing.,1,3510
notion,1,3511
nought,1,3512
nought's,1,3513
nourisher,1,3514
now:,1,3515
noyse,1,3516
numbers,1,3517
"numbers,",1,3518
o're-fraught,1,3519
"o're-leape,",1,3520
o're-tooke,1,3521
o'that,1,3522
o'that:,1,3523
obliuious,1,3524
obscure,1,3525
obseru'd,1,3526
obserue,1,3527
occasion,1,3528
ocean,1,3529
oddes,1,3530
of.,1,3531
"off,",1,3532
off;,1,3533
offend,1,3534
offended:,1,3535
"office,",1,3536
officers?,1,3537
"offices,",1,3538
offices.,1,3539
offrings:,1,3540
"oftentimes,",1,3541
oftner,1,3542
"old,",1,3543
"old-age,",1,3544
olde,1,3545
olden,1,3546
"older,",1,3547
omnes,1,3548
omnes.,1,3549
on's,1,3550
"on't,",1,3551
on't?,1,3552
once.,1,3553
"onely,",1,3554
ones?,1,3555
ope,1,3556
"open'd,",1,3557
open:,1,3558
opinions,1,3559
"oppos'd,",1,3560
oppose,1,3561
oracles,1,3562
ore-beare,1,3563
ore-leapes,1,3564
ore:,1,3565
ornament,1,3566
orphans,1,3567
other.,1,3568
other:,1,3569
"others,",1,3570
ouer,1,3571
"ouer-bold,",1,3572
ouer-charg'd,1,3573
ouer-credulous,1,3574
ouer-red,1,3575
ouercome,1,3576
ouertake,1,3577
ouerthrowne,1,3578
"ours,",1,3579
ours?,1,3580
out-run,1,3581
out.,1,3582
outward,1,3583
outwardly,1,3584
"ow'd,",1,3585
ow'd:,1,3586
owe,1,3587
owe:,1,3588
owle:,1,3589
pace,1,3590
"pace,",1,3591
padock,1,3592
paine:,1,3593
paines,1,3594
paines.,1,3595
painting,1,3596
pale,1,3597
"pale,",1,3598
pale-hearted,1,3599
pale.,1,3600
pale:,1,3601
pall,1,3602
pallace:,1,3603
"pallaces,",1,3604
"palpable,",1,3605
palter,1,3606
"paper,",1,3607
paralell,1,3608
"pardon,",1,3609
pardon:,1,3610
parley,1,3611
"parricide,",1,3612
part?,1,3613
parted,1,3614
particular,1,3615
particulars,1,3616
partner's,1,3617
passage,1,3618
"passage,",1,3619
passion,1,3620
"passion,",1,3621
past,1,3622
"past,",1,3623
patch?,1,3624
"patience,",1,3625
patient,1,3626
"patient,",1,3627
"pawser,",1,3628
pay.,1,3629
payes,1,3630
"payment,",1,3631
peace;,1,3632
peace?,1,3633
"peake,",1,3634
"peale,",1,3635
"pearle,",1,3636
peepe,1,3637
peerelesse,1,3638
peeres,1,3639
pendant,1,3640
pent-house,1,3641
perceiue,1,3642
perchance,1,3643
perchance.,1,3644
perfect'st,1,3645
perform'd,1,3646
performance.,1,3647
"performances,",1,3648
perfumes,1,3649
perillous,1,3650
pernicious,1,3651
pernitious,1,3652
"perseuerance,",1,3653
person.,1,3654
personall,1,3655
perswades,1,3656
pertaines,1,3657
perturbation,1,3658
pester'd,1,3659
petty,1,3660
physicke,1,3661
"physicke,",1,3662
physicks,1,3663
physitian:,1,3664
pictures:,1,3665
piece,1,3666
pieces,1,3667
pillowes,1,3668
pillowes:,1,3669
pilots,1,3670
pine,1,3671
pine:,1,3672
pit,1,3673
"pitfall,",1,3674
pittied,1,3675
pitty,1,3676
"pitty,",1,3677
place.,1,3678
place:,1,3679
places,1,3680
plague,1,3681
planted,1,3682
playd'st,1,3683
"player,",1,3684
pleade,1,3685
pleas't,1,3686
pleasant,1,3687
pleasure,1,3688
pleasures,1,3689
pledge,1,3690
plenteous,1,3691
plentie:,1,3692
"plenty,",1,3693
"plight,",1,3694
pluck,1,3695
plucke,1,3696
pluckes,1,3697
pluckt,1,3698
points,1,3699
"pole,",1,3700
"poore,",1,3701
poorely,1,3702
"portable,",1,3703
porter,1,3704
ports,1,3705
possesse,1,3706
"possets,",1,3707
post,1,3708
"post,",1,3709
"posterity,",1,3710
posters,1,3711
pot,1,3712
potent,1,3713
power:,1,3714
"powers,",1,3715
powr'd,1,3716
"powre,",1,3717
powrefull,1,3718
powres,1,3719
poyson'd,1,3720
"poyson,",1,3721
poysond,1,3722
practise:,1,3723
prate,1,3724
"pratler,",1,3725
prayers,1,3726
"predecessors,",1,3727
prediction,1,3728
"predominance,",1,3729
"predominant,",1,3730
prepar'd.,1,3731
prepares,1,3732
"present,",1,3733
present.,1,3734
present:,1,3735
presently,1,3736
preserue,1,3737
"pretence,",1,3738
pretend?,1,3739
prey's,1,3740
pricking,1,3741
pride,1,3742
primrose,1,3743
primus.,1,3744
prisoner?,1,3745
pristine,1,3746
probation,1,3747
proceed,1,3748
proceeding,1,3749
procreant,1,3750
producing,1,3751
"professe,",1,3752
professes,1,3753
"professions,",1,3754
profit,1,3755
"profound,",1,3756
prologues,1,3757
"promis'd,",1,3758
promis'd:,1,3759
promise,1,3760
promise.,1,3761
pronounc'd,1,3762
"proofe,",1,3763
proper,1,3764
"prophecying,",1,3765
"prophesie,",1,3766
"prophet-like,",1,3767
prophetique,1,3768
proportion,1,3769
prospect,1,3770
prosperous,1,3771
prosperous),1,3772
"prou'd,",1,3773
"proud,",1,3774
proue,1,3775
"prouide,",1,3776
prouide.,1,3777
prouided,1,3778
prouoke?,1,3779
prouoker,1,3780
prouokes,1,3781
"prouokes,",1,3782
prowesse,1,3783
pull't,1,3784
pure,1,3785
purg'd,1,3786
purgatiue,1,3787
purge,1,3788
"purge,",1,3789
"purpose,",1,3790
purpose:,1,3791
purposes,1,3792
purueyor:,1,3793
puts,1,3794
"pyes,",1,3795
pyramids,1,3796
quarrell.,1,3797
quarrels,1,3798
quarter,1,3799
quarters,1,3800
quartus.,1,3801
queene;,1,3802
quell,1,3803
quench'd,1,3804
question?,1,3805
quickely,1,3806
quickly:,1,3807
quiet:,1,3808
quintus.,1,3809
quit,1,3810
quite,1,3811
quoth,1,3812
rabbles,1,3813
"race,",1,3814
"rage,",1,3815
raine?,1,3816
raise,1,3817
ran,1,3818
rancours,1,3819
ranke,1,3820
"rankes,",1,3821
rarer,1,3822
rat,1,3823
"rather,",1,3824
ratifie,1,3825
rauel'd,1,3826
rauin'd,1,3827
rauishing,1,3828
rawnesse,1,3829
rayne,1,3830
raze,1,3831
read,1,3832
reades,1,3833
"readinesse,",1,3834
reason.,1,3835
reasons,1,3836
rebell,1,3837
"rebell,",1,3838
rebells,1,3839
rebels,1,3840
"rebuk'd,",1,3841
receit,1,3842
receyu'd,1,3843
receyue,1,3844
recklesse,1,3845
reckon,1,3846
recommends,1,3847
recompence,1,3848
reconcil'd,1,3849
reconcile.,1,3850
recorded,1,3851
recoyle,1,3852
"recoyle,",1,3853
red.,1,3854
redoubled,1,3855
"redresse,",1,3856
reeking,1,3857
referr'd,1,3858
"reflection,",1,3859
"refraine,",1,3860
regard,1,3861
regard:,1,3862
"registred,",1,3863
reignes,1,3864
reioycing,1,3865
relate,1,3866
"relate,",1,3867
relation;,1,3868
"relations,",1,3869
rellish,1,3870
remaine,1,3871
remedie,1,3872
remembrancer:,1,3873
"remorse,",1,3874
rendred:,1,3875
renowne,1,3876
rent,1,3877
repeat'st,1,3878
repent,1,3879
repentance:,1,3880
repetition,1,3881
report.,1,3882
reported,1,3883
"reports,",1,3884
repose,1,3885
repose.,1,3886
request,1,3887
requited,1,3888
resembled,1,3889
reseru'd,1,3890
"resolu'd,",1,3891
resolue,1,3892
resolute:,1,3893
"resolution,",1,3894
resounds,1,3895
respect.,1,3896
"rest,",1,3897
rest:,1,3898
rest?,1,3899
restlesse,1,3900
restraine,1,3901
"retreat,",1,3902
return'd?,1,3903
returnes,1,3904
returning,1,3905
retyre,1,3906
"reuenge,",1,3907
reuenge.,1,3908
reuenges,1,3909
reuolt,1,3910
"reuolt,",1,3911
reuolts,1,3912
"rhinoceros,",1,3913
"ribbes,",1,3914
rich,1,3915
rid,1,3916
"riddles,",1,3917
ride,1,3918
"ride,",1,3919
ride?,1,3920
rides,1,3921
right:,1,3922
rightly,1,3923
"ring,",1,3924
ripe,1,3925
ript,1,3926
rises,1,3927
ro.,1,3928
robe,1,3929
robes,1,3930
robes?,1,3931
"rocke,",1,3932
roman,1,3933
ronyon,1,3934
"roof'd,",1,3935
rookes,1,3936
rookie,1,3937
"root,",1,3938
root?,1,3939
"roote,",1,3940
rooted,1,3941
"rore,",1,3942
rost,1,3943
rough,1,3944
roughest,1,3945
round.,1,3946
round:,1,3947
rowse.,1,3948
"rowze,",1,3949
royaltie,1,3950
royalty,1,3951
"rubarb,",1,3952
rubbes,1,3953
rubie,1,3954
rubs,1,3955
rue,1,3956
ruines,1,3957
rule,1,3958
rumor,1,3959
rumour,1,3960
rumpe-fed,1,3961
run,1,3962
rung,1,3963
runnes,1,3964
runs,1,3965
"rush,",1,3966
russian,1,3967
sacred,1,3968
sacrilegious,1,3969
sad,1,3970
safe?,1,3971
safely,1,3972
"safer,",1,3973
safer:,1,3974
safest,1,3975
safetie.,1,3976
safeties:,1,3977
sagge,1,3978
"said,",1,3979
saide,1,3980
saint,1,3981
sainted-king:,1,3982
"sake,",1,3983
salt,1,3984
salutation,1,3985
saluted,1,3986
same,1,3987
sanctity,1,3988
satisfie,1,3989
satisfied.,1,3990
sauage:,1,3991
sauagely,1,3992
saue,1,3993
"saw,",1,3994
sawcy,1,3995
"sawcy,",1,3996
say'st,1,3997
"say't,",1,3998
say),1,3999
say.,1,4000
say:,1,4001
say?,1,4002
saying,1,4003
"sayle,",1,4004
saylors,1,4005
scale,1,4006
"scale,",1,4007
scales,1,4008
scand,1,4009
scap'd,1,4010
scape,1,4011
scarcely,1,4012
scarse,1,4013
scarsely,1,4014
scepter,1,4015
scepters,1,4016
"sceptred,",1,4017
"schreame,",1,4018
schreemes,1,4019
scoena,1,4020
scone,1,4021
scone.,1,4022
scone?,1,4023
scorch'd,1,4024
"score,",1,4025
"scorne,",1,4026
scorne:,1,4027
scorpions,1,4028
scowre,1,4029
screw,1,4030
scruples,1,4031
"scruples,",1,4032
seale,1,4033
seare,1,4034
"seare,",1,4035
seas,1,4036
season,1,4037
season.,1,4038
seated,1,4039
seauenth?,1,4040
secret,1,4041
secret'st,1,4042
"secret,",1,4043
secrets:,1,4044
secundus.,1,4045
security,1,4046
seeking,1,4047
seeling,1,4048
"seem'd,",1,4049
seemeth,1,4050
seest,1,4051
self-abuse,1,4052
"selfe-comparisons,",1,4053
selfe:,1,4054
selfe?,1,4055
sell,1,4056
"selues,",1,4057
"sence,",1,4058
"sences,",1,4059
send:,1,4060
senit,1,4061
sense,1,4062
senses,1,4063
sensible,1,4064
"sent,",1,4065
seperated,1,4066
"serieant,",1,4067
serious,1,4068
seru'd,1,4069
"seruant,",1,4070
"seruants,",1,4071
seruants;,1,4072
serue,1,4073
"serue,",1,4074
seruice,1,4075
seruice.,1,4076
sets,1,4077
"settled,",1,4078
"seu'nights,",1,4079
seuen,1,4080
"sewer,",1,4081
seyt.,1,4082
seyton.,1,4083
seyton?,1,4084
seyw.,1,4085
"shade,",1,4086
shadow,1,4087
"shadowes,",1,4088
shaft,1,4089
shagge-ear'd,1,4090
shakes,1,4091
shakespeare,1,4092
"shaking,",1,4093
"shall,",1,4094
"shame,",1,4095
shape,1,4096
shard-borne,1,4097
share,1,4098
shares,1,4099
sharke:,1,4100
sheath,1,4101
shed,1,4102
shee'l,1,4103
shee'le,1,4104
"shew,",1,4105
shew?,1,4106
shewes,1,4107
shield:,1,4108
"shine,",1,4109
ship-mans,1,4110
shipwracking,1,4111
shooke,1,4112
short,1,4113
"shot,",1,4114
should'st,1,4115
"should,",1,4116
"show,",1,4117
show.,1,4118
"showghes,",1,4119
"shriek'd,",1,4120
shrieks,1,4121
sick,1,4122
sicke,1,4123
sicken,1,4124
sicken:,1,4125
"sides,",1,4126
siedge,1,4127
sigh,1,4128
"sighes,",1,4129
sight.,1,4130
sight:,1,4131
sight?,1,4132
sights.,1,4133
"signe,",1,4134
signes,1,4135
signifying,1,4136
silenc'd,1,4137
silent?,1,4138
siluer,1,4139
since?,1,4140
sinells,1,4141
sinfull,1,4142
sir?,1,4143
"sirra,",1,4144
"sirrha,",1,4145
"sister,",1,4146
sister?,1,4147
sisters,1,4148
sisters.,1,4149
sisters:,1,4150
sisters?,1,4151
skarfe,1,4152
"skie,",1,4153
"skinne,",1,4154
skinnie,1,4155
skipping,1,4156
skirre,1,4157
skreenes,1,4158
slab.,1,4159
"slaine,",1,4160
slaue,1,4161
slaue!,1,4162
slaue:,1,4163
slaues,1,4164
slaughter,1,4165
slaughter'd:,1,4166
slaughterous,1,4167
sleeke,1,4168
sleep,1,4169
sleepe?,1,4170
sleepers,1,4171
sleepes,1,4172
sleeping,1,4173
"sleeping,",1,4174
sleeue,1,4175
slept,1,4176
"slept,",1,4177
"slights,",1,4178
slippes,1,4179
slipt,1,4180
sliuer'd,1,4181
slope,1,4182
slumbry,1,4183
smack,1,4184
smacking,1,4185
smeare,1,4186
smell,1,4187
smells,1,4188
smile,1,4189
smile:,1,4190
smiles,1,4191
smiles;,1,4192
"smiling,",1,4193
smoak'd,1,4194
smoake,1,4195
smother'd,1,4196
smyling,1,4197
snares,1,4198
snores.,1,4199
"snow,",1,4200
so;,1,4201
societie,1,4202
"society,",1,4203
"sodaine,",1,4204
sold,1,4205
sold.,1,4206
soldier,1,4207
"soldiers,",1,4208
"soldiours,",1,4209
sole,1,4210
solely,1,4211
solemne,1,4212
solicites,1,4213
solliciting,1,4214
"sometime,",1,4215
son,1,4216
"son,",1,4217
sorely,1,4218
soris?,1,4219
sorowes,1,4220
sorrow.,1,4221
sorryest,1,4222
sorts,1,4223
soueraignty,1,4224
soueraignty?,1,4225
sought,1,4226
"souldiers,",1,4227
souldiership,1,4228
soules:,1,4229
"sound,",1,4230
sounded.,1,4231
soundly,1,4232
source,1,4233
south,1,4234
sowes,1,4235
sowre,1,4236
space,1,4237
spacious,1,4238
"spaniels,",1,4239
"sparrowes,",1,4240
speak'st.,1,4241
"speak,",1,4242
speake?,1,4243
"speaker,",1,4244
"speakers,",1,4245
"speakes,",1,4246
speaking,1,4247
"speaks,",1,4248
speciall,1,4249
speculation,1,4250
"speculatiue,",1,4251
speech,1,4252
"speech,",1,4253
speech.,1,4254
speech:,1,4255
speeches,1,4256
"speeches,",1,4257
speeches:,1,4258
speed,1,4259
spels,1,4260
spent,1,4261
spent.,1,4262
"spightfull,",1,4263
spirit:,1,4264
"spoke,",1,4265
spot,1,4266
spot:,1,4267
spoyles,1,4268
spungie,1,4269
spurne,1,4270
spurre,1,4271
spurre),1,4272
spurres,1,4273
spy,1,4274
"stablenesse,",1,4275
"stabs,",1,4276
staffe:,1,4277
"stage,",1,4278
stage.,1,4279
stage:,1,4280
"stake,",1,4281
"stalls,",1,4282
stampe,1,4283
stanchlesse,1,4284
"stand,",1,4285
"star'd,",1,4286
starres,1,4287
"starres,",1,4288
starting,1,4289
starts,1,4290
statute,1,4291
staues;,1,4292
stay'd,1,4293
stayes,1,4294
steales,1,4295
stealing,1,4296
stealthy,1,4297
"steed,",1,4298
steep'd,1,4299
"step,",1,4300
"steps,",1,4301
stept,1,4302
stern'st,1,4303
sticke,1,4304
stickes,1,4305
still.,1,4306
still;,1,4307
"sting,",1,4308
"stirring,",1,4309
stirring?,1,4310
stole,1,4311
stolne,1,4312
"stone,",1,4313
stoole,1,4314
stooles.,1,4315
stopt,1,4316
"stopt,",1,4317
store-house,1,4318
"stormes,",1,4319
story,1,4320
"story,",1,4321
stout,1,4322
straight,1,4323
straight:,1,4324
"strange,",1,4325
strangles,1,4326
streakes,1,4327
"streames,",1,4328
"strength,",1,4329
stretch,1,4330
striding,1,4331
stroake,1,4332
strooke,1,4333
struck,1,4334
struts,1,4335
stuck,1,4336
studied,1,4337
stuffe,1,4338
stuffe:,1,4339
stufft,1,4340
"subborned,",1,4341
subiect,1,4342
"subiect,",1,4343
"substances,",1,4344
"subtle,",1,4345
succeede,1,4346
succeeding,1,4347
succeeding:,1,4348
"successe,",1,4349
"sucke,",1,4350
suffer,1,4351
suffering,1,4352
"suggestion,",1,4353
"summer,",1,4354
summer-seeming,1,4355
summers,1,4356
"sun,",1,4357
supernaturall,1,4358
supper.,1,4359
"supply'd,",1,4360
supplyes,1,4361
supt,1,4362
supt:,1,4363
"surcease,",1,4364
surfeted,1,4365
surgeons.,1,4366
"surgery,",1,4367
"surmise,",1,4368
surpriz'd:,1,4369
surprize.,1,4370
surueying,1,4371
suspition,1,4372
sutes,1,4373
swallow,1,4374
swarme,1,4375
sway,1,4376
"sway,",1,4377
swear,1,4378
sweare,1,4379
"sweares,",1,4380
sweat,1,4381
sweaten,1,4382
sweepe,1,4383
sweeten,1,4384
sweeter,1,4385
sweetly,1,4386
swelling,1,4387
swells:,1,4388
sweltred,1,4389
"sweno,",1,4390
swift,1,4391
swiftest,1,4392
"swimmers,",1,4393
swine,1,4394
swinish,1,4395
swolne,1,4396
swoope?,1,4397
sword;,1,4398
sword?,1,4399
sworne,1,4400
syue,1,4401
syw.,1,4402
table,1,4403
table's,1,4404
"table,",1,4405
tables,1,4406
taint,1,4407
"taints,",1,4408
"take't,",1,4409
taking,1,4410
talk'st?,1,4411
talke,1,4412
taper.,1,4413
tarquins,1,4414
tarrying,1,4415
tartars,1,4416
taste,1,4417
"taught,",1,4418
"tayle,",1,4419
taylor,1,4420
"taylor,",1,4421
teare,1,4422
"teare,",1,4423
tearmes,1,4424
tedious,1,4425
teemes,1,4426
teeth,1,4427
tell:,1,4428
tels,1,4429
"temp'rance,",1,4430
"temp'rate,",1,4431
temper,1,4432
tempest-tost.,1,4433
"temple,",1,4434
temple-haunting,1,4435
tend,1,4436
"tending,",1,4437
"terrible,",1,4438
tertius.,1,4439
th'art,1,4440
th'hadst,1,4441
than,1,4442
theame.,1,4443
thee?,1,4444
theefe,1,4445
"theft,",1,4446
theirs,1,4447
"theirs,",1,4448
then?,1,4449
thence?,1,4450
"there,",1,4451
there.,1,4452
thereby,1,4453
therein,1,4454
thereto,1,4455
"therewithall,",1,4456
"these,",1,4457
"they,",1,4458
they?,1,4459
"thicke,",1,4460
thicke-comming,1,4461
"thickens,",1,4462
"things,",1,4463
things:,1,4464
"think'st,",1,4465
thinke),1,4466
thinkes,1,4467
"third,",1,4468
"thirst,",1,4469
thirty,1,4470
thither:,1,4471
thoght,1,4472
thou'dst,1,4473
thou'lt,1,4474
thou'rt,1,4475
"thou,",1,4476
thou?,1,4477
thought),1,4478
thought:,1,4479
thould'st,1,4480
thousands.,1,4481
thralles,1,4482
"threat,",1,4483
threatens,1,4484
threescore,1,4485
"thrice,",1,4486
thriftlesse,1,4487
throbs,1,4488
throne,1,4489
thrusts,1,4490
"thumbe,",1,4491
"thumbes,",1,4492
"thunder,",1,4493
thunders:,1,4494
thus.,1,4495
thus:,1,4496
tidings?,1,4497
tied,1,4498
"tiger,",1,4499
tiger:,1,4500
tigers,1,4501
time),1,4502
"times,",1,4503
tis,1,4504
"title,",1,4505
"titles,",1,4506
to'th',1,4507
"toad,",1,4508
toe,1,4509
"toe,",1,4510
together?,1,4511
toile,1,4512
told,1,4513
"told,",1,4514
tongue.,1,4515
tooth,1,4516
tooth.,1,4517
top-full,1,4518
topple,1,4519
torch,1,4520
torture,1,4521
touch,1,4522
touch'd,1,4523
"touch,",1,4524
touch.,1,4525
towring,1,4526
toyes:,1,4527
trace,1,4528
"trade,",1,4529
trade;,1,4530
trafficke,1,4531
"traines,",1,4532
traitor,1,4533
traitor?,1,4534
"traitors,",1,4535
trammell,1,4536
transport,1,4537
transported,1,4538
transpose;,1,4539
trauailing,1,4540
traueller,1,4541
"traytor,",1,4542
treacherous,1,4543
treachery?,1,4544
treade,1,4545
"treason,",1,4546
treasonous,1,4547
treasons,1,4548
"treasons,",1,4549
treasure,1,4550
treatise,1,4551
trebble,1,4552
trecherie!,1,4553
tremble.,1,4554
trembling,1,4555
trenched,1,4556
trifle,1,4557
trifled,1,4558
"trifles,",1,4559
troopes,1,4560
trouble;,1,4561
troubles,1,4562
troubles:,1,4563
true:,1,4564
true?,1,4565
truest,1,4566
trumpet,1,4567
trumpet-tongu'd,1,4568
trumpets,1,4569
trust.,1,4570
trust;,1,4571
"truth,",1,4572
truth.,1,4573
truth?,1,4574
truths,1,4575
"truths,",1,4576
try,1,4577
tuesday,1,4578
tugg'd,1,4579
tumble,1,4580
tune,1,4581
"turke,",1,4582
turn'd,1,4583
turnes,1,4584
turning,1,4585
twaine,1,4586
twelue,1,4587
twice,1,4588
two-fold,1,4589
two:,1,4590
tydings,1,4591
tye,1,4592
"tyranny,",1,4593
tyranny:,1,4594
"tyrrany,",1,4595
"valiant,",1,4596
valours,1,4597
valued,1,4598
vanish'd.,1,4599
vanish'd?,1,4600
vanquish'd,1,4601
vantage;,1,4602
vap'rous,1,4603
"vault,",1,4604
vaulting,1,4605
venture,1,4606
verities,1,4607
"verity,",1,4608
"vertue,",1,4609
vertues,1,4610
vertuous,1,4611
vessell,1,4612
"vessels,",1,4613
vice,1,4614
vices,1,4615
victorie,1,4616
viewing,1,4617
vile,1,4618
villaine?,1,4619
villanies,1,4620
"vision,",1,4621
visited,1,4622
visitings,1,4623
vizards,1,4624
"vlcerous,",1,4625
"vnaccompanied,",1,4626
vnattended.,1,4627
vnbattered,1,4628
vnbecomming,1,4629
vnbend,1,4630
vndaunted,1,4631
